Date,Company,Job Title,Location,Description,Seniority,Type,Job Function,Industry,Link
2022-02-08,EnvironBIT,Analista de dados,"Lavras, MG","Objetivo da contratação

Selecionar um profissional que atue no processo de modelagem de dados bio-geográficos da EnvironBIT (https://environbit.com.br), sobretudo para a geração dos KMs de Proteção do aplicativo U-Safe (ver https://sousafe.com.br).




Os KMs de Proteção integram dados biológicos, de paisagem e de feições das infraestruturas viárias (rodovias e ferrovias) na definição de áreas de risco de atropelamento de fauna e de acidentes.




O(A) profissional desejado(a)

Profissional com grande experiência em Aprendizagem de máquina e que demonstre conhecimento significativo de SIG. O conhecimento biológico não é uma exigência, mas será bem vindo.

O(A) contratado(a), deve demonstrar conhecimento em data science e gestão de grandes bancos de dados.




Deve ser altamente pró-ativo(a), uma vez que será o(a) único(a) responsável da área computacional pelo desenvolvimento das modelagens. Atuará em conjunto com o restante da equipe, toda com formação na área ambiental.




Desejável experiência/formação em métodos ágeis.




Forma de atuação

O trabalho será desenvolvido presencialmente, em Lavras, em formato de contratação PJ (com potencial de híbrido). Todas as atividades serão desenvolvidas e entregues em formato de prestação de serviço, definidas por sprints semanais e/ou quinzenais. Pagamentos serão realizados, contra entrega das sprints, após aprovação e emissão de nota fiscal.




Valor médio mensal,- R$ 5.000,00




Recomenda-se ter veículo próprio, pois o Parque Tecnológico (-21.241459, -44.971517) ainda não possui linha de ônibus.




Processo de seleção




1.- Se enquadrar nos pré-requisitos inclusos na seleção e análise prévia das informações encaminhadas;

2.- Enviar comprovações de experiência nos pré-requisitos;

3.- Entrevista.




Contratação provável, final de fevereiro, por um período mínimo de 12 meses.


",Pleno-sênior,Contrato,Tecnologia da informação,Serviços e consultoria de TI,https://br.linkedin.com/jobs/view/analista-de-dados-at-environbit-2890831788?refId=YDiUQk6OerHolWnEqQh0vQ%3D%3D&trackingId=tZDj0oDaYQGU4UtgiSTh6w%3D%3D&position=3&pageNum=9&trk=public_jobs_jserp-result_search-card
2022-02-11,GeekHunter,Analista de Dados pleno (remoto) Python,"São Paulo, SP","
        Objetivo da contrataçãoSelecionar um profissional que atue no processo de modelagem de dados bio-geográficos da EnvironBIT (https://environbit.com.br), sobretudo para a geração dos KMs de Proteção do aplicativo U-Safe (ver https://sousafe.com.br).Os KMs de Proteção integram dados biológicos, de paisagem e de feições das infraestruturas viárias (rodovias e ferrovias) na definição de áreas de risco de atropelamento de fauna e de acidentes.O(A) profissional desejado(a)Profissional com grande experiência em Aprendizagem de máquina e que demonstre conhecimento significativo de SIG. O conhecimento biológico não é uma exigência, mas será bem vindo.O(A) contratado(a), deve demonstrar conhecimento em data science e gestão de grandes bancos de dados.Deve ser altamente pró-ativo(a), uma vez que será o(a) único(a) responsável da área computacional pelo desenvolvimento das modelagens. Atuará em conjunto com o restante da equipe, toda com formação na área ambiental.Desejável experiência/formação em métodos ágeis.Forma de atuaçãoO trabalho será desenvolvido presencialmente, em Lavras, em formato de contratação PJ (com potencial de híbrido). Todas as atividades serão desenvolvidas e entregues em formato de prestação de serviço, definidas por sprints semanais e/ou quinzenais. Pagamentos serão realizados, contra entrega das sprints, após aprovação e emissão de nota fiscal.Valor médio mensal,- R$ 5.000,00Recomenda-se ter veículo próprio, pois o Parque Tecnológico (-21.241459, -44.971517) ainda não possui linha de ônibus.Processo de seleção1.- Se enquadrar nos pré-requisitos inclusos na seleção e análise prévia das informações encaminhadas;2.- Enviar comprovações de experiência nos pré-requisitos;3.- Entrevista.Contratação provável, final de fevereiro, por um período mínimo de 12 meses.
      ",Pleno-sênior,Contrato,Tecnologia da informação,Serviços e consultoria de TI,https://br.linkedin.com/jobs/view/analista-de-dados-pleno-remoto-python-at-geekhunter-2917677567?refId=YDiUQk6OerHolWnEqQh0vQ%3D%3D&trackingId=5LR0%2FCy2WHe0VBMxiM7Hjw%3D%3D&position=4&pageNum=9&trk=public_jobs_jserp-result_search-card
2022-01-06,EZTEC,Analista de Dados - BI,"São Paulo, Brasil","Entender o ambiente de dados usado na EZTEC e as integrações entre diversos bancos de dados (CRM, ERP, Analytics, etc)

Responsabilidades e atribuições

Entender a necessidade das áreas de negócio, sintetizar as informações para a construção de dashboards/relatórios e apresentação de resultados;
Acompanhamento dos resultados;
Reunir informações relevantes (dados dos clientes através de um sistema CRM, ERP, Google Analytics etc.);
Limpeza de dados (identificação, correção de informações duplicadas, inválidas ou corrompidas);
Organizar o material para obter insights valiosos para a empresa, em relação à sua comunicação, estratégias de marketing, comportamento do usuário, previsões, produtos, sistemas etc.;
Garantir a qualidade dos dados, das integrações e a consistência de relatórios;
Acompanhar os resultados e fornecer as informações para as áreas de negócios;
Acompanhar tendências do mercado, KPIs e estimativas, sugerindo otimizações;
Automatizar documentos para uso recorrente;
Compreensão completa dos objetivos de negócio para extração de dados relevantes;

Requisitos e qualificações

Superior em áreas da Tecnologia da Informação, Banco de Dados ou correlatas;
Conhecimentos técnicos: Excel; Linguagem SQL (banco Oracle); Data Warehouse; Modelagem de Dados; PowerBI Microsoft (avançado); Linguagem DAX.

Informações adicionais

Características comportamentais a serem observadas: Bom relacionamento interpessoal; comunicação.

O que oferecemos

Assistência médica
Assistência odontológica
Seguro de vida
Vale refeição ou alimentação
Vale transporte
Participação nos Lucros ou Resultados;
Remuneração compatível com o mercado;
Parceria Total Pass

Local, horário e demais informações

Trabalho presencial próximo ao Parque Ibirapuera;
Horário de segunda a sexta, das 09h12 às 19h00.",Não aplicável,Tempo integral,Tecnologia da informação,Engenharia civil,https://br.linkedin.com/jobs/view/analista-de-dados-bi-at-eztec-2901877453?refId=YDiUQk6OerHolWnEqQh0vQ%3D%3D&trackingId=37jaF1Tk%2FvM6Vpv4%2BxWRyA%3D%3D&position=5&pageNum=9&trk=public_jobs_jserp-result_search-card
2022-02-10,FadamiSolucoes,Analista de Banco de Dados,"Rio de Janeiro, RJ","Conhecimento de nível Intermediário / Avançado em SQL Server com experiência mínima de 2 anos.

Ser proativo, responsável e trabalhar bem em equipe.

Ser bom de lógica, raciocínio, analisar dados e trabalhar com planilhas Excel.

Ter experiência em base de dados SQL Server
Ter experiência em base de dados Oracle

Mapear requisitos e entidades, criar tabelas e relacionamento, procedures e funções.

Ser capaz de entender procedures existentes e dar manutenção em banco de dados em geral.",Assistente,Tempo integral,Tecnologia da informação,Serviços de recursos humanos,https://br.linkedin.com/jobs/view/analista-de-banco-de-dados-at-fadamisolucoes-2916862954?refId=YDiUQk6OerHolWnEqQh0vQ%3D%3D&trackingId=TuINODhVd46KwAguFxl43g%3D%3D&position=6&pageNum=9&trk=public_jobs_jserp-result_search-card
2022-01-25,MAZZINI,Analista De Dados - TI - Zona Sul,"São Paulo, SP","Vaga de Analista De Dados

TI
Zona Sul em São Paulo. R$ 3.000,00 a R$ 3.500,00 (Bruto mensal). Período Integral. Temporário Área e especialização profissional: Informática, TI, Telecomunicações
Processamento de Dados Nível hierárquico: Analista Número de vagas: 5 Local de trabalho: São Paulo, SP Regime de contratação de tipo Temporário Jornada Período Integral

Baixar base de produtos da plataforma VTEX, analisar e tratar os dados sensíveis dessa base: informações sobre produtos que impactam no front do site. Depois de tratadas as informações sanitizadas deverão ser reimportadas para a plataforma da VTEX. Essa manipulação das bases é feita via Macros e API, por isso é fundamental que o profissional tenha experiência nessas frentes. Irá atuar em Home Office. Necessário conhecimento em análise de dados sensíveis, experiência com macros, com uso e desenvolvimento de APIs. Irá trabalhar de Segunda a Sexta das 09h00 ás 18h48. Benefícios adicionais: Seguro de Vida, Vale-refeição",Assistente,Tempo integral,Tecnologia da informação,"Recrutamento e seleção, Serviços de recursos humanos e Varejo",https://br.linkedin.com/jobs/view/analista-de-dados-ti-zona-sul-at-mazzini-2893325064?refId=YDiUQk6OerHolWnEqQh0vQ%3D%3D&trackingId=LJCgUq82F4ZTuFhM9Fazcg%3D%3D&position=7&pageNum=9&trk=public_jobs_jserp-result_search-card
2022-02-10,QuintoAndar,Data Analyst,"São Paulo, SP","
        Vaga de Analista De DadosTIZona Sul em São Paulo. R$ 3.000,00 a R$ 3.500,00 (Bruto mensal). Período Integral. Temporário Área e especialização profissional: Informática, TI, TelecomunicaçõesProcessamento de Dados Nível hierárquico: Analista Número de vagas: 5 Local de trabalho: São Paulo, SP Regime de contratação de tipo Temporário Jornada Período IntegralBaixar base de produtos da plataforma VTEX, analisar e tratar os dados sensíveis dessa base: informações sobre produtos que impactam no front do site. Depois de tratadas as informações sanitizadas deverão ser reimportadas para a plataforma da VTEX. Essa manipulação das bases é feita via Macros e API, por isso é fundamental que o profissional tenha experiência nessas frentes. Irá atuar em Home Office. Necessário conhecimento em análise de dados sensíveis, experiência com macros, com uso e desenvolvimento de APIs. Irá trabalhar de Segunda a Sexta das 09h00 ás 18h48. Benefícios adicionais: Seguro de Vida, Vale-refeição
      ",Assistente,Tempo integral,Tecnologia da informação,"Recrutamento e seleção, Serviços de recursos humanos e Varejo",https://br.linkedin.com/jobs/view/data-analyst-at-quintoandar-2745975155?refId=YDiUQk6OerHolWnEqQh0vQ%3D%3D&trackingId=fFJFBkNsDyAXytutGyWuXA%3D%3D&position=8&pageNum=9&trk=public_jobs_jserp-result_search-card
2022-02-10,UniFtec Centro Universitário,Analista de dados (Caxias do Sul),"Caxias do Sul, RS","Para esta oportunidade, buscamos um perfil analítico, pró-ativo, com foco em resultados!

  

ATIVIDADES DESEMPENHADAS

Criação de Dashboards, análise de dados, estudo da concorrência, precificação e mercado.

  

REQUISITOS

Conhecimento avançado em Excel e Power Bi.

 

HORÁRIO

08:00 às 12:00 e 13:00 às 17:48

 

Oportunidade para Caxias do Sul -RS",Assistente,Tempo integral,Tecnologia da informação,"Recrutamento e seleção, Serviços de recursos humanos e Varejo",https://br.linkedin.com/jobs/view/analista-de-dados-caxias-do-sul-at-uniftec-centro-universit%C3%A1rio-2914777152?refId=YDiUQk6OerHolWnEqQh0vQ%3D%3D&trackingId=nHhe1JyG2WM40z41ccGxjg%3D%3D&position=9&pageNum=9&trk=public_jobs_jserp-result_search-card
2022-02-10,GrupoGagliardi,Analista de dados ii,"Fortaleza, CE","Apurar e acompanhar resultados de vendas e na apuração dos resultados das campanhas de marketing;
Gerar relatórios de acompanhamento de indicadores estratégicos e outros indicadores de Performance Trimestral do COE (Círculo Operacional de Excelência da Moove);
Analisar dados referente à preços, resultados comerciais, produtos e potencial por região;
Realizar estudos de tendência e fornecer inputsde dados relacionados ao desempenho dos times e previsão de vendas para orientar o planejamento da área de vendas;
Atender demandas de análise de dados, solicitadas pela diretoria e gerências do negócio (RH, Marketing, Operações, Financeiro, Comercial);
Auxiliar na operacionalização de reports e experimentos que otimizem a performance da empresa.",Assistente,Tempo integral,Tecnologia da informação,Serviços de recursos humanos,https://br.linkedin.com/jobs/view/analista-de-dados-ii-at-grupogagliardi-2917030465?refId=YDiUQk6OerHolWnEqQh0vQ%3D%3D&trackingId=aATMwZLeC9UNwMWeBp2yAw%3D%3D&position=10&pageNum=9&trk=public_jobs_jserp-result_search-card
2022-01-17,Comerc Energia,ANALISTA DE DADOS PLENO,"São Paulo, SP","
        Apurar e acompanhar resultados de vendas e na apuração dos resultados das campanhas de marketing;Gerar relatórios de acompanhamento de indicadores estratégicos e outros indicadores de Performance Trimestral do COE (Círculo Operacional de Excelência da Moove);Analisar dados referente à preços, resultados comerciais, produtos e potencial por região;Realizar estudos de tendência e fornecer inputsde dados relacionados ao desempenho dos times e previsão de vendas para orientar o planejamento da área de vendas;Atender demandas de análise de dados, solicitadas pela diretoria e gerências do negócio (RH, Marketing, Operações, Financeiro, Comercial);Auxiliar na operacionalização de reports e experimentos que otimizem a performance da empresa.
      ",Assistente,Tempo integral,Tecnologia da informação,Serviços de recursos humanos,https://br.linkedin.com/jobs/view/analista-de-dados-pleno-at-comerc-energia-2883298088?refId=YDiUQk6OerHolWnEqQh0vQ%3D%3D&trackingId=tL3CCUXuwIxwWpJHOObfog%3D%3D&position=11&pageNum=9&trk=public_jobs_jserp-result_search-card
2022-02-10,iugu,Analista de Indicadores/ Dados e Resultados PL,"São Paulo, SP","A iugu

Somos a primeira plataforma online do Brasil com foco em automação financeira. A iugu possui a mais completa infraestrutura de pagamento para Empresas, MarketPlaces ou Negócios Online. Possuímos fácil integração e ferramentas para gerir e acompanhar as vendas e cobranças de nossos clientes.

Ser iuguer é

Fazer parte de um time que faz a diferença. Por isso, cada uma das pessoas tem um papel importante na construção da iugu. Acreditamos que mais do que criar boas relações de trabalho, fortalecemos nossas conexões com respeito e amizade. Pensando nisso, promovemos um ambiente onde temos a oportunidade de compartilhar nossas conquistas, desafios e resultados.

Características que valorizamos por aqui

Trabalhar junto;
Querer saber mais;
Enfrentar desafios;
Agregar valor;
Fazer acontecer.

Quem nós buscamos

Buscamos uma pessoa movida por grandes desafios, que goste de trabalhar em equipe e que tenha sólida experiência na área de dados/ métricas/ performance.

Quais são os desafios

Implementar estratégias tech touch de ativação e engajamento de clientes;
Implementar estratégias de identificação de oportunidades de Upsell e Cross sell, bem como otimização do funil de conversão a partir de dados;
Mapear o comportamento dos diversos perfis de clientes e propor otimizações;
Acompanhar e melhorar KPIs chaves de relacionamento (Retenção, LTV, NPS, etc);
Monitorar e evitar o churn de contas;
Ser a voz do cliente na empresa, desenvolvendo projetos e trabalhos em conjunto com todas as áreas.

O que você precisa conhecer

Experiência prévia em Costumer Success, estratégias de marketing digital ou Growth Hacking;
Experiência em mensuração e estratégia de funil;
Foco em processos e capacidade de priorização;
Conhecimentos em CRM (SenseData, Hubspot ou ferramentas similares)
Data driven approach e com alto foco na geração de resultados;
Pacote office;
Formação em nível superior - concluída ou cursando;
Senso de dono e urgência;
Excelente comunicação oral e escrita;
Diferencial ter vivência em startup e empresas de meios de pagamento.

O que pode alavancar sua aplicação?

Visão Anatitica e conhecimento em Excel para Análise e alta capacidade de cruzamento de diversas bases;
Conhecimento em Sensedata (não é exigência) ou interesse em aprendizagem;
Bom relaciomento com demais áreas da empresa para estruturação de Ações e Campanhas para clientes da base.

O que você vai encontrar na iugu

Saúde: Plano de saúde e odontológico Sulamérica (ambos sem desconto e sem copay para iuguer e o primeiro dependente), seguro de vida e Gympass.

Benefícios flexíveis: saldo flex de R$ 660,00 (VA/ VRA, cultura, saúde, educação) e R$ 370 para mobilidade.

Formato de trabalho: Modelo híbrido sendo 3 dias na semana de home office e 2 dias presencial (de acordo com sua rotina), além de horário flexível para entrada e saída e Day off no mês do aniversário.

Família: auxílio creche, licença maternidade de 120 dias e licença paternidade estendida de 20 dias.

Bônus anual: até 02 salários.

iu+go: Programa interno de desenvolvimento profissional e carreira.

Aqui diversidade importa! Valorizamos as diferenças, pluralidades de raça, cor, religião, gênero e identidade de gênero, nacionalidade, orientações sexuais ou de idade, pois acreditamos na importância de compartilhar ideias e pontos de vistas distintos.",Assistente,Tempo integral,Tecnologia da informação,"Serviços e consultoria de TI, Serviços de marketing e Publicação na Internet",https://br.linkedin.com/jobs/view/analista-de-indicadores-dados-e-resultados-pl-at-iugu-2910293227?refId=YDiUQk6OerHolWnEqQh0vQ%3D%3D&trackingId=x7C0D4a8hmiO7A4nOEzO3A%3D%3D&position=12&pageNum=9&trk=public_jobs_jserp-result_search-card
2022-01-29,CREB Centro de Reumatologia e Ortopedia Botafogo,Analista de Dados,"Rio de Janeiro, RJ","Buscamos pessoas que tenham cabeça de dono, brilho nos olhos, busquem crescimento e queiram pôr a mão na massa e nos ajudar em nosso projeto de expansão. Alguém que busque desenvolvimento profissional e que tenha um olhar profundo e empático para as questões humanas!

Somos uma empresa da área de saúde que foca no conceito de desospitalização tratando do paciente com reabilitação e atenção primária.

Se você quer fazer a diferença, achou o lugar certo!

Venha fazer história com a gente!

#VemproCREB

Responsabilidades e atribuições

Principais Responsabilidades

Desenvolvimento e homologação de indicadores corporativos (Power BI)
Desenvolvimento e gestão de relatórios e análises no sistema (Tasy)
Gestão de fontes de dados
Banco de dados, Views
Integrações (ETL)
Análises diversas

Requisitos e qualificações

Requisitos Obrigatórios

Conhecimento sólido e experiência com SQL, preferencialmente Oracle
Experiência com ferramentas de BI, preferencialmente Power BI
Conhecimentos de modelagem de dados, especialmente para BI
Conhecimento de processos de ETL

Requisitos Desejáveis

Experiência de implantação de Data Warehouse
Experiência de implantação e gestão de fluxos de ETL
Experiência com Philips Tasy

Informações adicionais

Local de trabalho: Botafogo/RJ

Carga horária: 44h/ semanais (segunda a sexta)",Não aplicável,Tempo integral,Tecnologia da informação,Serviços de bem-estar e condicionamento físico,https://br.linkedin.com/jobs/view/analista-de-dados-at-creb-centro-de-reumatologia-e-ortopedia-botafogo-2898632106?refId=YDiUQk6OerHolWnEqQh0vQ%3D%3D&trackingId=3mQ3R04%2BluuwRzaeyAyihQ%3D%3D&position=13&pageNum=9&trk=public_jobs_jserp-result_search-card
2022-02-10,Foursys,Analista de Dados ETL,Brasil,"Se o seu sonho é trabalhar com novas tecnologias ao lado de pessoas incríveis e ter novos aprendizados dentro de equipes multidisciplinares, vem com a gente! #VemSerFoursys 👊




- Buscamos profissionais que sejam comprometidos com resultados, criativos nas resoluções de problemas, que vibram energia, que são movidos pela curiosidade, que sabem construir junto com outras pessoas e desfrutem do trabalho em equipe, que persistem e estão dispostos a superar os limites.




- A Foursys nasceu em 2000 com o propósito de revolucionar o mercado de TI e promover soluções inovadoras para a continuidade e crescimento dos negócios de seus clientes. Possui um portfólio Digital Business com linhas de negócios e serviços bem abrangentes. Atendemos grandes clientes nacionais e internacionais através de nossos escritórios localizados no Brasil e nos Estados Unidos.




Conhecimento Técnico

ETL com SQL Server Integration Services;
SQL Server 2019;
IWS;

Diferencial

Conhecimento em Analysis Services.
Conhecimento em IWS.




Responsabilidades

Definir soluções para transformação e carga de dados;
Realizar transformações dos dados;
Geração de amostras de dados para validação;
Implantação e acompanhamento de processos em produção







• Temos benefícios de acordo com a necessidade de cada profissional.




Gostou da oportunidade? Deu match? Bora se candidatar e fazer parte do nosso time de sucesso!",Pleno-sênior,Tempo integral,Tecnologia da informação,Serviços e consultoria de TI,https://br.linkedin.com/jobs/view/analista-de-dados-etl-at-foursys-2916522636?refId=YDiUQk6OerHolWnEqQh0vQ%3D%3D&trackingId=wJ2yQkWUNU%2B9GgGQ9sYK1w%3D%3D&position=14&pageNum=9&trk=public_jobs_jserp-result_search-card
2022-01-27,DEEP,Data Analyst,"São José dos Campos, SP","Buscamos Data Analyst

Skills: PostgreSQL, Python, SQL.

📋 Requisitos

Conhecimento/Experiência na extração de dados em banco de dados relacionais e não relacionais
Linguagem de programação Python e SQL
Sólidos conhecimentos em análise e visualização de dados
Goste de desafios, de resolver problemas e tenha facilidade de aprendizado

🏆 Diferenciais

Flexibilidade para se adaptar a mudanças e atuar em diferentes contextos (dentro do time de ESG, com nossas unidades de negócio, com nosso time interno de TI)
Tenha experiência relevante e protagonismo em projetos de dados
Conhecimento ou interesse em temas relacionados à sustentabilidade ambiental, diversidade, inclusão e responsabilidade social
Inglês intermediário / avançado

🚀 Benefícios

Horários Flexíveis

🧐 Características

Nível: Júnior / Pleno
Formato: 100% Remota
Faixa Salarial: R$2,000.00 - R$3,000.00
Formato: Full-Time
Tipo: PJ

Vaga publicada na plataforma da Coodesh, fique atento ao redirecionamento que vai te levar para uma url coodesh.com com o pop-up personalizado de candidatura. 👋",Júnior,Tempo integral,Tecnologia da informação,Desenvolvimento de software,https://br.linkedin.com/jobs/view/data-analyst-at-deep-2895490347?refId=YDiUQk6OerHolWnEqQh0vQ%3D%3D&trackingId=3mDmRbr6Jd8NixbD8MCJGQ%3D%3D&position=15&pageNum=9&trk=public_jobs_jserp-result_search-card
2021-12-01,ISQ Brasil,Analista de dados,"Belo Horizonte, MG","Conhecimento avançado em programação, Power BI e estatística.
Métodos estatísticos e domínio de planilhas eletrônicas e de recursos de programação e automação.
Analisar dados de estatística, aplicando a informações comerciais de produtos, serviços e perfil de clientes e fornecedores.
Identificar oportunidades de negócio a partir da análise de informações relacionadas com as influências do ambiente interno e externo.
Atuar no controle e na melhoria de processos.
Trabalhar informações para tomada de decisões.
Fazer a interface entre equipe de vendas/consumidores.
Follow-up de propostas enviadas.
Cadastramento de clientes.
Desenvolvimento de planilhas de formação de preços e automatização das mesmas.
Controle de oportunidades.
Controle de agenda profissional.
Capacidade de foco e conclusão de atividades iniciadas;
Paixão pela excelência",Não aplicável,Tempo integral,Tecnologia da informação,"Engenharia civil, Fabricação de máquinas industriais e Serviços de recursos humanos",https://br.linkedin.com/jobs/view/analista-de-dados-at-isq-brasil-2821291828?refId=YDiUQk6OerHolWnEqQh0vQ%3D%3D&trackingId=n0EvrN86ObAYp3FT3bVf7g%3D%3D&position=16&pageNum=9&trk=public_jobs_jserp-result_search-card
2022-02-10,LafaeteLocacao,Analista de Banco de Dados,"Belo Horizonte, MG","Interpretar dados, analisar resultados usando técnicas estatísticas e fornecer relatórios de progresso;
Desenvolver e implementar bancos de dados, sistemas de coleta de dados, análise de dados e outras estratégias que otimizem a eficiência estatística e a qualidade
Obter dados de fontes primárias ou secundárias e manter bancos de dados/sistemas de dados;
Trabalhar com a gerência para priorizar necessidades de negócios e de informações;
Localizar e definir novas oportunidades de melhorias de processo;",Assistente,Tempo integral,Tecnologia da informação,Serviços de recursos humanos,https://br.linkedin.com/jobs/view/analista-de-banco-de-dados-at-lafaetelocacao-2916897116?refId=YDiUQk6OerHolWnEqQh0vQ%3D%3D&trackingId=GmBNhmxuLVnzalr1BMotEg%3D%3D&position=17&pageNum=9&trk=public_jobs_jserp-result_search-card
2022-01-08,Beyond HR,Analista de Dados de Remuneração Júnior,"São Paulo, Brasil","#Sobre a Carreira Muller:

Somos uma consultoria em gestão de remuneração que, há mais de 25 anos, trabalha para desenvolver pessoas e negócios. Para isso, desenvolvemos soluções exclusivas e customizadas nas áreas de Pesquisa de Remuneração, Plano de Cargos e Salários, Remuneração Variável, Avaliações de Desempenho e Treinamentos.

Conheça um pouco mais sobre nós, no nosso canal no Youtube: https://www.youtube.com/user/carreiramuller

Responsabilidades e atribuições

Modelagem de dados de acordo com as necessidades das áreas de negócio.
Participar de discussões, baseadas em dados, para tomada de decisões;
Atuar com dados de diversas bases, e combiná-los de diversas maneiras para trazer insights para tomada de decisão;
Atuar em conjunto com a área de Inovação, nos testes de novos produtos;
Atuar com a transformação digital desenvolvendo e aplicando análise de dados para verificação e validação de sistemas.

Requisitos e qualificações

Superior completo na área de Exatas (Estatística, Matemática, Engenharia, Economia, Análise de Sistemas ou Ciência da Computação);
Conhecimento em extração, modelagem, análise e visualização de dados estruturados e não estruturados;
Bem-organizado(a) e estruturado(a), com a capacidade de conduzir as atividades à conclusão;
Habilidade analítica com foco em resolução de problemas;
Inglês Operacional;
Microsoft Office Avançado (Excel e Power Point).

Informações adicionais

Será Considerado Diferencial

Conhecimento em Microsoft Power BI;
Inglês Avançado.",Não aplicável,Tempo integral,Tecnologia da informação,Atendimento ao consumidor,https://br.linkedin.com/jobs/view/analista-de-dados-de-remunera%C3%A7%C3%A3o-j%C3%BAnior-at-beyond-hr-2903953976?refId=YDiUQk6OerHolWnEqQh0vQ%3D%3D&trackingId=euBjEzK9sVzSp75x4cQIcg%3D%3D&position=18&pageNum=9&trk=public_jobs_jserp-result_search-card
2022-02-10,Impacto/13 Horas,Analista de dados - faturamento,"Maringá, PR","Irá atuar com analise e extração de dados/indicadores.

Beneficios

A Combinar;

Formação Acadêmica

Ensino superior completo.

Experiência

Experiência como analista de dados - faturamento.

Salário

A combinar

Cargo

Analista de Dados

Empresa

Impacto/13 Horas

Prestação de serviços de recrutamento e seleção, treinamento e desenvolvimento.

Ramo

Recursos Humanos/ Recrutamento e seleção",Assistente,Tempo integral,Tecnologia da informação,"Recrutamento e seleção, Serviços de recursos humanos e Varejo",https://br.linkedin.com/jobs/view/analista-de-dados-faturamento-at-impacto-13-horas-2916820692?refId=YDiUQk6OerHolWnEqQh0vQ%3D%3D&trackingId=HqqbDCu3ccaXgMF7vKtIww%3D%3D&position=19&pageNum=9&trk=public_jobs_jserp-result_search-card
2022-01-15,Ativy,Analista de Banco de Dados (DBA),Brasil,"Somos um ecossistema de tecnologia que humaniza empresas para empoderar pessoas. 🚀💜

Todos os dias, cerca de 250 colaboradores – alocados nas mais de dez startups do grupo – impactam positivamente milhares de vidas por meio de soluções integradas em nuvem.

Orgulhosamente brasileiro, o grupo também é poderosamente global: já levamos nossas soluções integradas em nuvem à América Latina e planejamos rápida expansão para os Estados Unidos e para a Europa.

Buscamos pessoas que gostem de modernizar ambientes e que conheça de serviços de banco de dados em nuvem públicas, como, Amazon AWS e Google GCP. Podendo atuar com MySQL, DynamoDB e Mongo DB.

Vaga 100% remoto!

Vem ser um(a) Ativer 🚀🚀

Responsabilidades e atribuições

Este vaga de DBA será para atuar em três frentes:

Administração da Infraestrutura de bancos de dados hospedados na AWS e GCP, mantendo os bancos performáticos, disponíveis e seguros, aplicando as melhores práticas de tuning e segurança;
Desenvolvimento de novos projetos junto ao time de Arquitetura e Desenvolvimento de Sistemas, em squads de novos projetos, exemplos: Big Data/Datalake, Personalização de bases e novos produtos;
Segurança dos bancos de dados, analisando a situação atual e propondo melhorias e boas práticas para os ambientes de Databases em geral.
Diferencial: Conhecimentos em banco DB2 para SAP.

Requisitos e qualificações

Possuir Conhecimento Avançado Para Atuar Com

Oracle;
Postgree;
MySQL;
Conhecimentos de bancos não relacionais como DynamoDB;
Plataformas de bancos de dados em nuvem pública como AWS e GCP.

Informações adicionais

Benefícios

🍽 Vale Refeição ou Alimentação;

🔃 Benefício Flexível;

🚑 Assistência Médica;

🦷 Assistência Odontológica;

🏋️‍♂️ Auxílio Academia;

💊 Convênio Farmácia;

🍼 Auxílio Creche

👶 Reembolso Van Escolar Filhos;

💰 PLR Anual;

📚 Auxílio Educação (Certificações e Cursos);

🧘🏽‍♂️ Programa de Bem estar: Acolhimento psicológico online toda quarta-feira;

🍻Ambiente descontraído (PUB, Bilhar, Vídeo Game, Música, etc.).

🏖 Day Off (Dia dos Pais e das Mães);

🎂Day Off (Aniversário);

👉Programa de Indicação Interna;

👨‍👩‍👧‍👧Licença Maternidade e Paternidade estendida.",Não aplicável,Tempo integral,Tecnologia da informação,Serviços e consultoria de TI,https://br.linkedin.com/jobs/view/analista-de-banco-de-dados-dba-at-ativy-2914260088?refId=YDiUQk6OerHolWnEqQh0vQ%3D%3D&trackingId=v6eFj86hwvOY8P%2FAc1vHDQ%3D%3D&position=20&pageNum=9&trk=public_jobs_jserp-result_search-card
